,full_text_with_emoji,label
3502,"අද විතරයි ගෙදර යාළු
හෙට සිට වැඩ :sad but relieved face:
රෑට ඇදිරිනීතිය නිසා බොසායි compnay එකයි හැමෝටම අවසරපත් හදලා 
රෑට පාර කඩන්න වාහනත් නැති නිසා  නයිට් වැඩනං ඕන්නෑ ෂිට්
Leveling ගන්න ගියාම ඇඩෙනවා මගුල :frowning face::confounded face:",0
3503,"බිරිදකගේ   අයිතිය
දියනියකගේ  ශක්තිය
පුතෙකුගේ  බලාපොරොත්තුව 
ඒ ඔහුයී
        
         තාත්තා:red heart:",0
3504,NCharuni 121212 කියවන්න ඊලඟට ඒකත් නියමයි ,0
3505,NethmiNavodya2 සුපිරි හොදේ,0
3506,dasukiya කොහේදකියන්න එපා ඔයා හුකන්නි,1
3507,මාත් චුටි වුනා:smiling face with heart-eyes::smiling face with heart-eyes::smiling face with heart-eyes: httpstcoJHpvIajJuB,0
3508," සජිත්ගෝඨා ගගා මගේ ලිස්ට් එකේ හැමිනෙන උන් ඉන්නවා නේද :smiling face::smiling face:





















උන් තමයි කැරිම පොන්නයෝ ටහුකන්න :pouting face::fire:",1
3509,FriendsGammadda iresaaaaaa ඒකනේ තාත්තා ඔයානේහ් :face with tears of joy:,0
3510,IshankaJayasin1 උඹේ අම්ම තමයි ඒ නයිට් ක්ලබ් එකේ මිනිස්සුන්ට හුකන්න දුන්නෙ,1
3511,ම⁣ට මොනා හරි කියන්න තියේ නම් දැන්ම කියන්න හෙට ඉදලා මම නෑ :sneezing face:,0
3512,පරිණත වෙද්දි තේරෙනවා නෙළුම් පොකුණට වඩා සුව සැරිය ලස්සනයි කියලා :red heart:,0
3513,අන්තිම දවසඅවුරුදු දෙකහමාරක වෑයමක් සොඳුරු අවසානය ශ්‍රී ලාංකේය ආර්ථික විද්‍යා ගුරුවරයාඅමරනාත් බටගොඩ :red heart::red heart::red heart::red heart::red heart::red heart: :red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart::red heart: httpstcoIGZ1R0EYNm,0
3514,"මාත් මගෙ හිත හදාගන්නම්
නුඹත් මා ළඟ නැති නිසා :broken heart:
රේඩියෝශෝවිත්සැන්ඩි",0
3515,"අද දවල්ට 
රතු බාස්මති
හැඳැල්ලෝ තෙලට
අගුණකොල සලාද
දෙල් මාලුව
රතු අල බීට් රූට්හින්දලා httpstcozHIAhMbont",0
3516,LakshanPramody ට හුකන්න අයියා ලග:face with tears of joy::face with tears of joy::middle finger: කැරියා,1
3517,"බ්ලඩ් බෑන්ක් වගේම ස්පර්ම් බෑන්ක් එකකුත් ලංකාවෙ පටං ගන්න ඕනි
WindDesika වගෙ සිංගල් කෙල්ලොන්ට මිනිහෙක් නැතුව ලමයෙක් හදාගන්නත් පුලුවx rathgamaya වගේ හැන්ඩි බ්‍රේකප් කොල්ලොන්ට ඉන්කම් එකකුත් හොයාගන්න පුලුවන්
මොකද කියන්නෙ සනිකා
සෞඛ්‍ය ඇමතිගෙං අවසර අරං අපි වැඩේ පටංගමුද
stranshad",0
3518,උඩරට විවාහ නීතිය යටතේ දැරියක් විවාහ වීමේ අවම වයස 12 ලෙසත් දරුවෙක් විවාහ වීමේ අවම වයස අවුරුදු 16 ලෙසත් පැහැදිලිව දක්වා ඇත දැනට මුස්ලිම් නීතිය සන්ශෝදනය වී ඇති අතර මුස්ලිම් විවාහ හා දික්කසාද පනත පමණක් නොව උඩරට විවාහ නීතියෙත් විවාහ වීමේ අවම වයස 18 කරන ලෙස බලකරමු lka,0
3519,"මම ඔයාට ආදරෙයි 
I vote YUKIKA for StanWorld",0
3520,"ලංකාවේ 1st Tweep මාව ෆලෝ කාලා:heart suit::smiling face with heart-eyes:
PRan",0
3521,"සල්ලි වලට අම්ම තාත්තා උනත් විකුනන මේ වගේ page කාරයො form කරපු උඹලත් පොන්නයො 

cancerofthecountry httpstcors7LqGqGiM",1
3522,"thegallerybitch අද උදේ මම මේක ගැන ට්ව්ට් එකක් දාන්න ඕන කියලා හිතුවා ඒක අමතක වෙලා මේකදැක්කම මතක් උනේ ආයිත්

බලාපොරොත්තුවීමක් නැතිව දෙන්න ඕන කිය කිය දොහොත්මුදුන් දීලා වැද වැද සබ්බ සකලමනාවම දන් දෙන අය ඉන්නවා මතු ආත්මේට යන තැනකට කියන එක අරමුන කරගන",0
3523,මුල අමතක වේසි 3 — feeling crazy,1
3524,ජාතික ආරක්ෂාව ෆේල් කරපු උන් කොහොමද සර් ෆේල්ද කියල අහන්නෙ ජිනීවා ගිහින් රට පාවාදුන්න එවුන් කොහොමද ආණ්ඩුව ෆේල්ද අහන්නෙ MCC ගිවිසුම ඉරපු රජයෙන් ෆේල්ද අහන්න පුලුවන්ද ගිවිසුම ගෙනාපු එවුන්ට  උපාධිධාරීන්ට රස්සා දුන්න අලුත් ආණ්ඩුවට බනින්නෙ කොහොමද තිබ්බ රස්සාත් නැතිකරපු පක්ෂෙ සෙට් එක httpstcofrS2KMzfEJ,0
3525,Umezhh tharu හුකන්න උමේස් :smirking face:,1
3526,පළිඟු මැණිකේ ටෙලි නාට්‍ය අදත් ජනප්‍රිය අපේකම නිසයි ඒ දවස්වල මැණිකේ අත්තනායක නියමයි තරුණ පෙළ මොඩ් කරන්න සංස්කෘතිය විකුණන්න සම්තිං හොයන්න සූරසේන පට් පට් ගාලා දෙබස් අපූරුවට සමාජගත කළා httpstcoWZT1KVu3z4,0
3527,MangalaLK කැරි පොන්නයෝ මකබෑවිලා පලයන්කෝ ඇය් අපේ මීඩියා අයට මය්ක්ස් ගලෝගෙන එන්න බැරි මේ වගේ පොන්නයො මෙහෙම කතා කියනකොට,1
3528,බබාට කුක්කු දෙද්දී මටත් කුක්කු දෙන්නම් කිව්වා පරට්ටි :unamused face::face with hand over mouth::squinting face with tongue: Exගේරසකතා,1
3529,sasini00211 මොකද වුනේ අක්කෙ:worried face:,0
3530,shamith39 everyone is not like u guysno when u make close some චීත්ත පොන්නයො u have to face their feminine gangs,1
3531,Anjana සුලක්කනා නිසා නුවර ලස්සනයි වෙන්න බැයිද :woozy face:,0
3532,"උත්තර නොදෙන්න අවශ්‍ය වෙලාවට උත්තර නොදෙන්න දැනගන්න ඕන

    ගුරුවරයා",0
3533,ඩීප්‍රෙසන් බැල්ලි කියන එකනම් කැත වැඩේ :face with tears of joy:,1
3534,අර රතුමකරාFM කියන එක නිකමට ඇහුවා ඊයා මොන විකාරයක්ද අනේ මේ twitter එකේම ඉන්න කවුරුහරි ගෙන්නලා විකර කියවනවා ඔරිජිනල් රෙඩියෝ ෂෝ එකක් ලගින් තියන්න බෑ එච්චර ගොන් :nauseated face:,0
3535,අපි අනිත් උන්ට දක්වන කරුණාව දයාව අනිත් උන් අපිට දක්වන්නේ නෑ බ්‍රෝ :face with rolling eyes:,0
3536,"සසර දුරයි
ඒ වගේම බියකරුයි
අනුන්ට වරද කරන්න කරන්න
ඒ සසරේ අපි ලබන ප්‍රතිපල 
ගොඩාක් භයානකයි
හැමෝටම හොදක් කරන්න
කන්න නැති කෙනෙකුට කන්න ටිකක් දෙන්න
දුකින් ඉන්න කෙනෙකුට වචනෙන් හරි සතුටක් දෙන්න
කෙනෙක් ඔබට දොස් පවරයි නම් ඔහුට
සමාව දෙන්න
ඒ මොහොතේම ඔහුට කරුණාව දක්වන්න
කෙළෙස් මරා දමන්න httpstcoxaymYh0xI2",0
3537,hansakame TLkshan යථාර්තය තේරුම් අරන්,0
3538,samith78 අනේ බන්ඒ කාලේ unp එක ගමේ හොදට ශාකා සමිති තිබ්බදුවන්න පුලුවන් මිනිස්සු හිටිය පක්ශයක්දන් වගෙ පොන්නයො ටිකක් විතරක් ඉන්න එකක් නෙවෙයිඋබ මේ දාන post වලට මිනිස්සු හිත වෙනස් වෙලා චන්දෙයිබලන් ඉදපන්,1
3539,Rabutton chutney is awesome රබුටන් චට්නි නියමයිGAMI RASA httpstcoTOSgIwBj75 via YouTube,0
3540,මිනිස්සුන්ව බල්ලෝ කපුටෝ ගානට දාලා නිකන් එක එක දේවල් බෙදලා ජන්ද ගන්න එක දේශපාලනය නෙමෙයි ස්ව ශක්තියෙන් නැගිටින සමාජයක් ගොඩනගමු lka httpstcofdIQnPJeVx,0
3541,"ආදරය කරුණාව වැළදගැනීම්
හිගවූ ලෝකයක
ආදරයෙන් කල සුන්දර නිර්මාණයක්:red heart:
gannoruwa
wallart httpstcodONeXJcQBh",0
3542,"The Newspaper :clapper board:
බලපු හොඳම සිංහල චිත්‍රපටයක්හදවතට දැනෙන කතාවක් තත්පර 34 පොඩි සීන් වලට පවා හිටියෙ දක්ෂ ජනප්‍රියම කලාකාරයො චිත්‍රපටියෙ අන්තිම සීන් එකේ තිබුනා එකම එක පුදුම සංවේදි සිංදුවක් නන්දා මාලනියගෙ:broken heart:කියන්න වචන නෑ පුලුවන් අය ගිහින් බලන්න එච්චරයි ",0
3543,"Nisaladezhan nwtyck උඹ හිතුවද යකෝ ඕක උන් ලීක් කරා කියලා රූම් යන එවුන් ඕවා වීඩියෝ කරන් නැද්ද එතකොට :face with tears of joy:
යකො අප්පගෙ තියරි මෙහ් මේවා
රැල්ලට බුරන් නැතුව ඉදපන් බම්",0
3544,මේ මල්ලී tweet දාන්නේ හරියට මේ බූරු වහන්සේ යහපාලන ආණ්ඩුවේ හිටියේ නෑ වගේ කරපු හැම බලු වැඩකටම උන හැම අපරාධෙකටම මූත් වග කියන්න ඕන මුන් දැන් ඌව සුද්ධ බුද්ද කරලා ජනාධිපති කරන්න හැදුවට ඕකා ඇවිල්ලා වැඩ බැරි නොම්මර එකේ තක්කඩියෙක් නැත්තං මේ බයිලා නොකියා වැඩ කරලා පෙන්නන්න එපැයි lka,0
3545,"Some beautiful PATHS cant be discovered without getting lost :sign of the horns::mountain:  
අවාරේ සිරිපා කරුණාව :folded hands:



offseason sripadaya sripadayapeak sripadaya2k19 adamspeak srilanka centralhighland rathnapaura palabaddala… httpstcomNVitPGn0Y",0
3546,"නියමයිආයේ පටන් ගත්තා 
Jeep එකෙන්නවැඩක් ගන්න set වෙයි වගේ :smiling face with heart-eyes::smiling face with heart-eyes::smiling face with heart-eyes::face blowing a kiss:",0
3547,ආවර්තනිකතාව එයා ඔයාමෙයා ඒයි තමුසේ තෝ බැල්ලි එයා  httptcoY2iuLwAch6,1
3548,ළමයින්ට පොත්පත් අරන් දීලා උගන්නවා වගේම පරිසරයට සතා සීපාවාට මිනිස්සුන්ට ආදරය කරුණාව දක්වන්න උගන්නන්න එතකොට මේ වගේ දවසක් දකින්න නොලැබේවී,0
3549,thisunjay හරි බලහන්කෝ මොකො වෙන්නේ කියල,0
3550,මෙච්චර වෙලා අැහරන් හිටියේ වැස්ස බලන්නද අඩෝ :face with rolling eyes:,0
3551,ඩොලාවෙ ඉන්නෙ කැරි හුත්ති එකි තමයි රැජින httpstco64gk9RktZ6,1
3552,SalinaLakshan නෙදකින් හුගෙ බැල්ලි,1
3553,danushka70 අනේ පොන්නයෝ තොපි රට වෙනුවෙන් සෙල්ලම් කරලා දිනලා හිටපන් විවේචනයක් දරාගන්න බැරි පොන්න ලොන්තයා මූ මෙන්ඩිස් දික්වැල්ල ලක්මාල් මේ පොන්න කැරියො තුන් හතර දෙනා ක්‍රිකට් ගහන්නෙ ෆෑන්ස්ලගෙන් ඇරියර්ස් කවර් කරගන්න මිසක් රට දිනවන්න නෙමෙයි පඩ ටෝක් දෙන්න කලින් මැව් එකක් දිනපන් පකයා,1
3554,rashmijay තියන එක ලස්සනයි,0
3555,ivonsilva Tiyarawick ලස්සනයි නංගි,0
3556,imtutuu අම්මටසිරි කැරියා ඒ ටිකට සබකුත් ගහලා නේ දැන්නේ දැක්කේ:face with tears of joy:,0
3557,තමන්ගේම සිංදු ඕනෑතරම් තියෙන කොයිතරම් දක්ෂ ජනප්‍රිය සංගීත කණ්ඩායමක් උනත් එළිමහන් ප්‍රසංගයකදී වැඩිපුරම කියන්නේ අනුංගේ සිංදු,0
3558,dulU අම්මෝ ඔයාගේ කරුණාව :weary cat:,0
3559,dilinanuwan කැත කැරිය උඹලගෙ තාත්ත,1
3560,LadyBossHippo සත්ව කරුණාව දක්වන්න හිපෝ:face with tears of joy:,0
3561,"Strike කරන එක හරියි කියනවා නෙවෙයි
But ඔය මීඩියා කාරයින්ටයි තව සමහර කීබෝඩ් වීරයන්ටයි රජයේ ඉස්පිරිතාලවලට එන ලෙඩ්ඩු ගැන සත්ව කරුණාව පහලවෙන්නෙ strike දවස් වලට විතරයි
අනික් දවස්වලට ලෙඩ්ඩුයි දොස්තරලයි කන කට්ට බලන්න එකෙක් නෑ",0
3562,Ranindu dulnayanathara අපි රෙකමන්ඩ් කරොත් දන්නවා නේ ඉතින් :woozy face::red heart:,0
3563,"sajadirshad toGetBaked වී ඇඩ්‍රස් ගුඩ් ෆ්‍රෙන්ඩ්ස් විත් බෑඩ් වර්ඩ්ස් ලයික් පකයා කැරියා etc 
I wouldnt call you that so worry not my dear friend",1
3564,babasau කිම්බ අද ඉරා ගනින් අපිටත් බලන්න හොදේ,1
3565,"නන්දසේන ස ගේ ආර්ථික කළමනාකරණය

ආණ්ඩුවට රුපියල් 50ක දඩ මුදලක් ලබා ගැනීම වෙනුවෙන් පොලිස් නිලධාරීන් 20කට වැඩි පිරිසක්ද  පොලීසියේ වාහන මෙන්ම තව බොහෝ දේද වැය කරමින් රංජන්ව ඇල්ලුවා වාගේ",0
3566,DSandushini ලස්සනයි නේද,0
3567,දැන් මම සෑහෙන්න හැදිලා බලන්න වලි ගියත් අසභ්‍ය වචන කියන්නේ නෑ කියනෙත් නෑ:woozy face:,0
3568,"ඇරියොත් ඇරිය
මං කැරියා 

KeepTheChainGoing

ඇයි අවුල්ද :relieved face:",1
3569,පුළුවන්  අවුරුදු ගානක් තිස්සේ මගේ හොඳම යාලුවා කොල්ලෙක් ,0
3570,"මම තෝරගන්නව බෙන්ඡමින් හැරිසන්ව 

මෙි පුද්ගලයා ඡනාධිපතිකෙනෙක් බවවත් ඔහු දැන සිටියේ් නැත
තප්පර ගණනකදී උත්තරය නිවැරදි බව පරිගනක තිරයේ දිස්විය ඔහු ප්‍රීතියෙන් ඉපිලී ගියාය

 පාසැලේ දක්ෂතා දැක්වූ ඒ දක්ෂ මිතුරාටත්  දෙවියන්ටත් ස්තූතියි” ලෙස චැං ඉන්ස්ටග්‍රෑම් හි පසුව සටහන් තැබීය:backhand index pointing down:",0
3571,"මේ 14 වන සියවසේ පර්සියානු සිතුවම්
මේක තියෙන්නේ බැග්ඩෑඩ්වල කෞතුකාගාරයක
මේකේ තියෙනවා දකුණු සිරිපතුළ මක්කමට වඩම්මපු සිදුවීම

මේ සත්‍යය මිනිස්සුන්ගේ දැණුමෙන් බොහෝ දුරයි httpstcoaSwGox3J9m",0
3572,කැරි ජෙරියා කිව්වත් එකයි ඒක කනපිට ගහලා ජෙරි කැරියා කිව්වත් එකයි :face with tears of joy:,1
3573,"අම්මා එපා කියා හඬා වැටෙන දියණිය  පියාගෙන් පැමිණිල්ලක්
Watch More gtgtgt httpstcoDImfZozDIN

HiruNews lka SriLanka httpstcoIdbsDvxRTu",0
3574,"ගෝඨාභය රාජපක්ෂ ජනාධිපතිතුමාගේ රජය තුළ වැඩකරන දක්ෂ තරුණයන්ට ඉඩක් ලබා දී තියෙනවා  ඉන්දික අනුරුද්ධ
httpstcozzEeTvntYy
lk SriLanka lka",0
3575,"වියත් මඟේ සමහර එවුනුත් හෙලාදකිද්දි
අධෝ මඟේ බයියො තාම කරුණාව හෝදනවා 
lka 69වොෂින්මැෂින්",0
3576,තව පොඩි වෙලාවකින් ප්‍රීතිමත් නත්තම උදා වෙනවාඒත් ගොඩක් දෙනෙක්ට තමන්ගෙ ගෙදර අය නැති අඩුව ආයෙම මතක් වෙනවා මාස ගානම හිර කරන් හිටපු දුකත් එක්ක ගෙදර ලමයි වෙනදට නත්තලට දගලන හැටි හැමෝම උදෙන්ම පල්ලියට යන්න හදන හැටි දැන් ඒ හැමදේම හීනයක් වෙලාඒවා බොද වෙලාම ගිහින්:sweat droplets::sweat droplets:,0
3577,IsuruSLfirst GayathriNaga මන් උබෙ ජොබ් එක ගැන දන්න නිසා මන් මෙ කල්පනා කරෙ ඉසුරු නොදන්නවැයි කැම්පස් වල පෙපර්ස් ගැන කියලා :winking face with tongue:,0
3578,"2016 දී ෂැංහයිහි පුද්ගලයෙක් සිය බිරිඳ මරා දමා ඇගේ සිරුර සඳළුතලයේ ශීතකරණයක මාස තුනක කාලයක් ගබඩා කර තැබීය ඇය ඒ පිළිබඳවද ගීත රචනා කළේය

 රැඩිකල් කාන්තාවන්  ඊර්ෂ්‍යාකාරිය මෙහෙකාරිය ගණිකාව බැල්ලි යන සෘණාත්මක අර්ථයන් සහිත චීන වචන වලින් හැඳින්වීම ඇය එම ගීතයෙන් උලුප්පා දැක්වීය :backhand index pointing down:",0
3579,IsuriUdeshika ලස්සනයි ඉවාන් ඔයා :smiling face:,0
3580,"නොදන්නා කෙනෙකුගේ මුවට සිනහවක් එක් කරමු
අපව කේන්ති කරන කෙනෙකුට ඉවසීමෙන් ප්‍රතිචාර දක්වමු
කිසිදා ඔබේ සමාව නොගන්නා කෙනෙකුට හදවතින්ම සමාව දෙමු
කිසිවක් බලාපොරොත්තු නොවී තව කෙනෙක්ට අපේ කාලය දෙමු  
බලාපොරොත්තු නොවන කෙනෙක්ට යමක් දෙමු
බලාපොරොත්තු නොවන කෙනෙක්ට කරුණාව පෙන්වමු",0
3581,"උඹට ෂුවර් ද :man’s shoe:
ඇයි බං උඹත් එහෙම ම අහන්නෙ උඹලට ඔයතරම් අවිශ්වාස ද මාව :cherry blossom:
අනිත් උන් හිතන විදිහට නෙමෙයි මං උඹෙන් ඇහුවෙඋඹ ආදරෙයි කියල නතර වුණු තැන් වල උඹ හොඳටෝම විඳවපු හින්දා අදටත් වෙනසක් නැති හින්දා :man’s shoe:
නැහැ බං දැන් එහෙම නැහැමට ෂුවර්මට වඩා ම⁣ට ෂුවර් :cherry blossom:",0
3582,rashmijay Adoසුපිරි,0
3583,සිරිපා කරුණාව :folded hands::folded hands::folded hands: httpstcoevMZeUbw0R,0
3584,djharris32913 Sansajran එතකොට ඒක හෙන කියුට් පයිය කිවුවාම එහෙම නෑහෙන ගාම්බීර ගතියක් තියේ,0
3585,අද අලුත් ජැකට් එකක් හම්බුනා:smiling face with heart-eyes::smiling face with heart-eyes: httpstcoHrlXHBPuRZ,0
3586,ට හුකන්න කවුද යකෝ මෙ මදු madhuroxcomments,1
3587,"Darsha0 yuneshk මොහුගෙන් රටට සේවයක් අවශ්‍ය වෙන්නේ නැහැ

තාත්තා වෙනයි

විවාහක පුතා වෙනයි",0
3588,ukkunputha ලංකාවේ අපි අනිත් අයට වඩා වෙනස්හික්ස්  පි,0
3589,"නොදන්න කුණුහරැප ටිකක් ඉගෙන ගත්තා :face with tears of joy::rolling on the floor laughing: 
මටහරිසතුටුයි",0
3590,එ අස්සේ අපේ අම්‍මා හෙන දුකෙන් විජය කුමාරතුංග ගේ death anniversary එක කියලා,0
3591,හංවැල්ලේ ඉඳලා ඩෑම් ස්ට්‍රීට් එකටම තියෙන CCTV ලසන්තලා තාජුඩීන්ලා මැරිච්ච තැන්වල සමාගම් අධ්‍යක්ශ වරු වෙඩි තියාගත්තු නිදහස් චතුරශ්‍රය ගාව හොරකම වෙච්ච කටුගේ  එහෙම නෑ නේද මිත්‍රවරුනි උපුටා ගැනීමකි,0
3592,WindDesika ලස්සනයි :new moon face:,0
3593,BasnayakageGopi යහපාලනේට ඡන්දේ දුන්නු එවුන්ට මේහෙම කරලා මදි ඕකුන් තමයි රට මේ තැනට දාන්න පොන්නයො රැලකට රට බාර දුන්නේ,1
3594,"අඩෝ මුන්ට මොකද මේ වෙලා තියෙන්නේ 
httpstcocLLfGz5nca
India V England test 2021 CRICKET SPECIAL :cricket game::baseball:  Bukiye Rasa Katha  SL VS ENG  11022021
SUBSCRIBE කරන්න අමතක කරන්න එපා
KyleMayers KusalMendisWedding  bukiyerasakatha cricket cricketmemes cricketnews INvsENG pak httpstcoJ8lIZVcuiZ",0
3595,"අනේ යකෝ තොපේ සත්ව කරුණාව ගහගනිය පුකේ

එහෙනම් පලයන් ගිහින් ගෑනු රේප් කරන එවුන්ටත් උසාවි ගිහින් කියපන් අනේ එයා රේප් කරා තමා ඒ උනාට එයාගේ රස්සාව එක්ක සෙල්ලම් කරන්න හොද නෑ එයා පව් නේ කියලා

බලු බෙට්ටේ සත්ව කරුණාව තොපේ ",1
3596,DewRajapaksha ඇස් දෙක දිහා බලන්න එපා වසී වෙයි :face with tears of joy::face with tears of joy::face with tears of joy::broken heart:,1
3597,thanuj95 DylanKalpa hasithakalindu ChanuOZN  that name is awesome  පදුරු වේසි,1
3598,අත් බැද ගෙන ඉන්නෙ තාත්ත යුද්ධෙ කාලෙ ගෙදර එනකම් පොඩි වුන් කාලෙ බයේ බලන් හිටියදැන් යුද්ධය ඉවරයි මේ රට සිංහල දෙමළ මුස්ලිම් හැම දරුවෙක්ට අයිති රටක්අපි සාමයේ මාවතේ ඇවිද යමු:folded hands::red heart: httpstcoJz7bjftcry,0
3599,bebaalka හායි පණෙහ් සුබ උපන්දිනයක් වේවා කොල්ලොහ් වැඩ ටික හොඳට කොරනින් :see-no-evil monkey::partying face::party popper::birthday cake::red heart:,0
3600,මාළුපාන් බෑගයක් එව්ව බේකරියෙ මාමට ආදරෙයි පැලෙන්න :smiling face with hearts::smiling face with hearts:,0
3601,MahelaJay නියම නිහතමානි කම මූට මල් චීත්තයක් පේන්න බෑ අපි ඉල්ලුවට එවා පේන්නේ නෑ මෝඩ කැරියා,1
3602,හායි කියන්න කිව්වම අපිට එන මැසේජ් :man facepalming::man facepalming::man facepalming: httpstcoAsXQmy6t42,0
3603,"115

Background Music එක නම් පට්ට ඈ :smiling face with heart-eyes::red heart: හැබැයි මේ ගොන් හුත්ති කෑ ගහන විදිහ නම් අප්පිරියයි :confounded face::unamused face: — watching Halloween 1978",1
3604,ThilankaLanka අඩෝ:face with medical mask:,0
3605,LovelyPaba Tikiri AmIsoSweet කවුද දිනාල් ඔයාට ඔච්චර බොරු කියන්නෙ පොසිටිව් උන හැම කෙනාවම hospital අරන් ගිහින් තිබ්බ ලගම රෝහලට පුලුවන් ඉක්මනින් උනේ එහෙම positive එක්කෙනෙක් අරන් ගියාම ගෙදර අය වෙනදා මධ්‍යස්ථාන වලට අරන් ගියාට දැන් ගෙදර නිරෝධනය කරනව ගෙදරට බඩු මල්ලකුත් එවනව,0
3606,DeVDaZ තෝ වඳුරු වේසි :beaming face with smiling eyes:,1
3607,25ShadesOfBrown ThishD A I A අයියට ආදරෙයි :see-no-evil monkey::squinting face with tongue:,0
3608,තමන්ගේ රියල් එකවුන්ට් එකෙන් ෆේස් කරන්න බැරුව ෆේක් හදාගෙන එන පොන්සියෝ පෞරුෂයක් කියලා නාමයක් නෑ පකයලාට තොට තමා කීවේ ඇවිත් මේක RT කරපන් හුත්තෝ ඉතුරු ටික මම බලාගන්නම් බලමු දැන් වටේ ඉන්න කාටද රිදෙන්නේ කියලා තොගේ මූන ගැලෙවිවේ නැත්තම් මම Bathiya නෙමෙයිlsuruSLfirst,1
3609,rozairownzIN Qt එක බලපන් :face with tears of joy::red heart:,0
3610,Danuka96 අඩෝ සසිනි උබව මතක් කරා,0
3611,දයාව කරුණාව පුරවාගෙන ඔබ ලඟට පැමිනෙන මාරයාගෙන්ඔබ වඩඩාත් ප්‍රවේසම් වෙන්න:flushed face::slightly smiling face::slightly smiling face:,0
3612,UthpalaMadumali iresaaaaaa ආහ්:face with hand over mouth:වැරදුනාහරි නං ආඩම්බර වෙන්න එපෑ නේද:smiling face with sunglasses:,0
3613,"දේශපාලනය

ගෙදර හදන බල්ල හෝ බැල්ලි ගේ සීමාව ගෙවත්ත
දන්වැල දාල පොෂ් එකට එල්ලලා මරන්න වගේ පාරදිගේ ඇදගෙන යන්නේ

වඳ බෙහෙත් විද විද කවදාවත් තිරිසනාගේ අයිතිය පැටවූ හදන්න ඉඩ දීල නැත්නම්

උපදින කිසිම මනුෂ්‍ය ආත්මෙක උන්ටත් ළමයි නෑ
එහෙම නොවුනොත් බුදු බන බොරු වෙනවා

උඹලගේ දේශපාලනයත් ඒ වගේ",0
3614,jurongbird GeethR මූ කැරියා හොදේ j,1
3615,ගුරුවරයාට අත ඉස්සු සිසුවා ගුරුවරයා විසින් උස්සා පොලවේ ගසයි පන්තියේ සිසුන්ද මැදිහත් වූ ගුටි කෙලියේ වීඩියෝව මෙන්න httpstcoOynaPINzyNගුරුවරයාටඅතඉස්සුසිසුව,0
3616,Melonmelani24 කොන්ඩේ ලස්සනයි ඒ,0
3617,වගකීමෙන් යුතුව කියන්නේ මට නම් අම්මා තාත්තා අක්කලා අයියලා කියන්නේ උඹ නම් මහා කාලකන්නි යකෙක් කියලා දවසෙම Phone එකට වෙලා කොට කොට ඉන්නවා ගෙදරට වැඩකුත් නැහැ ලෝකෙට වැඩකුත් නෑ කියලා :face with tears of joy::broken heart: සිරාසිද්ධි,0
3618,Dagaya imNaviya SuuTikka ඉතින් මේ කරන්නෙත් එක මල්ලීමොකො මගේ තාත්තා මට නැති උනේ ඒ කාලේ ගින්දරට පිච්චිලා ඉන්න එකා විතරයි ඒක දන්නේඑකේ දුම දකින් උන් නෙවෙයි :slightly smiling face::raised hand:,0
3619,LakshanPramody Chanduoriginal අඩෝ චන්දු අැත්තද :astonished face:,0
3620,කවුරුත් උගන්නලා නෙමෙයි  බබා මට කියන්නේ අම්මියා කියලා පුදුම විදියට ආදරණීයයි :red heart:,0
3621,"RTSuppa දේශපාලනයක් එතන නෑ

ගුරුවරයෙක්ට බොරුවට බනිනකොට බැන්නට කමක් නැහැ සාක්ෂි ඇතිව ශිෂ්‍යයෙක් ගුරුවරයා වෙනුවෙන් පෙනී ඉන්නවා මං කළේ එච්චරයි

ඔබේ අර්ථකථනය සිද්ධිය නොදැන කරන එකක් නිසා කනගාටුයි

:slightly smiling face::neutral face:",0
3622,"රුපියල් 7000යි 
එකම අම්මගෙ අතට ගීන් දුන්නා ආයෙ අම්මා එකම දීලා ඇදුන් ගනින් කීවා :nerd face::broken heart::woozy face:",0
3624,SamanthaLive365 ඔව් :sleepy face:,0
3625,පිට පිට තෙවනි දිනටත් දෙවනි ඉණිම විකාශය නොවූ බව ඔබ දන්නවාද:face with tears of joy::face with tears of joy::face with tears of joy::raised hand:,0
3626,"දිනන්න ඕන මිනිස්සු :OK hand:
ඉස්සරහට යන්න ඕන මිනිස්සු :victory hand:
දක්ෂ මිනිස්සු :smiling face with heart-eyes:

හැමදාම වේලාසනම තරඟෙන් අයින් වුනේ sms නිසා :pensive face: httpstcoP21u9AXzRi",0
3627,RajithaSL ඔව් ශ්‍රීලංකාව පූර්ණ ලෙස බ්‍රිතාන්‍ය කිරීටයෙන් ගිලිහී ස්වෛරී ස්වාධීන රාජ්‍යයක් බවට පත්වූ ඓතිහාසික දිනය,0
3628,chikulive පකයා :slightly smiling face:,1
3629,යකව් ඊයේ කිව්වා විහිලුවට එයා බඳිනවා කියලා අද ආරංචිය එනවා එයා ඇත්තටම බඳිනවා කියලා :unamused face: ට හුකන්න දාලා,1
3630,":smiling face with sunglasses: මට කොච්චර ආදරේද
:woman: ම්ඔයාගෙ බර කීයද
:smiling face with sunglasses: හැයි
:woman: අන්න එච්චරක් ආදරෙයි

ඇහුනුමල්කතා",0
